_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000587","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.398112","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.398863","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.399210","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"0.985821","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"0.985883","5.9.29.183","172.19.0.3","TLSv1.2","693","Application Data"
"0.985983","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2629 Win=11903 Len=0"
"0.989004","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.989215","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2629 Ack=3172 Win=65535 Len=0"
"1.394239","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.394929","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.395131","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=3172 Ack=3715 Win=65535 Len=0"
"1.755431","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.755511","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=4620 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.755521","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"1.755642","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6799 Win=11895 Len=0"
"1.766461","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.766571","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=8247 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.766615","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=9695 Win=11903 Len=0"
"1.766704","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.766713","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=11155 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.766722","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=12591 Win=11903 Len=0"
"1.766725","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=12591 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.772828","5.9.29.183","172.19.0.3","TLSv1.2","584","Application Data"
