_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000325","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.432273","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.432332","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=11911 Len=0"
"0.433163","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.433386","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2004 Win=65535 Len=0"
"0.433439","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"1.109567","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.111171","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.111973","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1087 Ack=3172 Win=65535 Len=0"
"1.120520","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.120860","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1087 Ack=3715 Win=65535 Len=0"
"1.286089","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.326967","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=1630 Win=11911 Len=0"
"1.624608","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.624742","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=2173 Win=11911 Len=0"
"1.625393","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.625687","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2173 Ack=4258 Win=65535 Len=0"
"2.062410","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.062511","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=3621 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.062525","5.9.29.183","172.19.0.3","TLSv1.2","775","Application Data"
"2.062662","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=5800 Win=11895 Len=0"
"2.079062","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.079163","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=7248 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.079186","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=8708 Win=11903 Len=0"
"2.079190","5.9.29.183","172.19.0.3","TLSv1.2","775","Application Data"
"2.119948","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=9427 Win=11911 Len=0"
"2.171773","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.171799","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=10887 Win=11911 Len=0"
"2.171833","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=10887 Ack=4258 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.171843","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=12323 Win=11903 Len=0"
"2.171845","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.171848","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=13054 Win=11898 Len=0"
"2.172004","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.172012","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=14514 Win=11911 Len=0"
"2.172013","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=14514 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.172017","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=15974 Win=11903 Len=0"
"2.172018","5.9.29.183","172.19.0.3","TLSv1.2","1480","Application Data [TCP segment of a reassembled PDU]"
"2.172022","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=17398 Win=11895 Len=0"
"2.188452","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.188472","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=18858 Win=11911 Len=0"
"2.188688","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=18858 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.188699","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=20318 Win=11903 Len=0"
"2.188701","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=20318 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.188708","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=21778 Win=11895 Len=0"
"2.188837","5.9.29.183","172.19.0.3","TLSv1.2","1468","Application Data [TCP segment of a reassembled PDU]"
"2.188848","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=23190 Win=11911 Len=0"
"2.188883","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.188895","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=24650 Win=11903 Len=0"
"2.189263","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=24650 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.189271","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=26110 Win=11911 Len=0"
"2.189275","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=26110 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.189279","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=27570 Win=11903 Len=0"
"2.189281","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.189283","5.9.29.183","172.19.0.3","TLSv1.2","188","Application Data"
"2.189383","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=29162 Win=11891 Len=0"
"2.189534","172.19.0.3","5.9.29.183","TLSv1.2","1113","Application Data"
"2.189715","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=29162 Ack=5315 Win=65535 Len=0"
"2.208116","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.216651","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.216679","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=31165 Win=11911 Len=0"
"2.216692","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=31165 Ack=5315 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.216697","5.9.29.183","172.19.0.3","TLSv1.2","1480","Application Data [TCP segment of a reassembled PDU]"
"2.216699","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.216701","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=35509 Ack=5315 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.216837","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=36945 Win=11879 Len=0"
"2.223865","5.9.29.183","172.19.0.3","TLSv1.2","1127","Application Data"
"2.265501","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=38016 Win=11911 Len=0"
"2.266951","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.267036","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=39464 Ack=5315 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.267083","5.9.29.183","172.19.0.3","TLSv1.2","1225","Application Data"
"2.267127","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.267217","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=43553 Ack=5315 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.267279","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=44989 Win=11879 Len=0"
"2.281740","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.281770","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=46449 Ack=5315 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.281782","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=47909 Win=11903 Len=0"
"2.281783","5.9.29.183","172.19.0.3","TCP","132","9002 → 43520 [PSH, ACK] Seq=47909 Ack=5315 Win=65535 Len=76 [TCP segment of a reassembled PDU]"
"2.282041","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.282046","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=49445 Ack=5315 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.282081","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=50905 Ack=5315 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.282131","5.9.29.183","172.19.0.3","TLSv1.2","1368","Application Data [TCP segment of a reassembled PDU]"
"2.282147","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=53677 Win=11861 Len=0"
"2.282676","5.9.29.183","172.19.0.3","TLSv1.2","474","Application Data"
"2.282700","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5315 Ack=54095 Win=11911 Len=0"
"2.282801","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.282936","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=54095 Ack=5858 Win=65535 Len=0"
"2.296302","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.296328","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=55555 Ack=5858 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.296436","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=56991 Win=11903 Len=0"
"2.297882","5.9.29.183","172.19.0.3","TLSv1.2","1330","Application Data, Application Data"
"2.307264","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.307288","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=59725 Win=11911 Len=0"
"2.307370","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=59725 Ack=5858 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
