_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000328","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.294806","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.294891","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=11911 Len=0"
"0.295894","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.296497","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2004 Win=65535 Len=0"
"0.296506","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"0.954967","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.996034","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=1087 Win=11911 Len=0"
"1.062728","5.9.29.183","172.19.0.3","TLSv1.2","1113","Application Data"
"1.062750","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2144 Win=11911 Len=0"
"1.066724","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.067021","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2144 Ack=3172 Win=65535 Len=0"
"1.354888","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.355718","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.355965","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2687 Ack=3715 Win=65535 Len=0"
"1.728126","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.728200","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=4147 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.728216","5.9.29.183","172.19.0.3","TLSv1.2","763","Application Data"
"1.728401","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6314 Win=11895 Len=0"
"1.739844","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.739907","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=7774 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.739927","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=9210 Win=11903 Len=0"
"1.744079","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"1.762025","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.762046","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=11401 Win=11911 Len=0"
"1.762094","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=11401 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.762106","5.9.29.183","172.19.0.3","TLSv1.2","1213","Application Data"
"1.762248","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=14018 Win=11893 Len=0"
"1.777572","5.9.29.183","172.19.0.3","TLSv1.2","663","Application Data"
"1.786223","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.786324","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=16073 Win=11911 Len=0"
"1.786381","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=16073 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.786622","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.786637","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=18993 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.786647","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=20453 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.786654","5.9.29.183","172.19.0.3","TLSv1.2","1456","Application Data [TCP segment of a reassembled PDU]"
"1.786660","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=23313 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.786664","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=24773 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.786677","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=21913 Win=11879 Len=0"
"1.786768","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=26209 Win=11855 Len=0"
"1.792676","5.9.29.183","172.19.0.3","TLSv1.2","381","Application Data"
"1.811142","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.811165","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=27994 Win=11911 Len=0"
"1.811223","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=27994 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.811275","5.9.29.183","172.19.0.3","TLSv1.2","1213","Application Data"
"1.811440","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=30611 Win=11895 Len=0"
"1.811826","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.812138","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=30611 Ack=4258 Win=65535 Len=0"
"1.821475","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data"
"1.821565","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=32059 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.821630","5.9.29.183","172.19.0.3","TLSv1.2","1492","Application Data [TCP segment of a reassembled PDU]"
"1.821636","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=34955 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.821639","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=36415 Ack=4258 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.821716","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=37851 Win=11879 Len=0"
"1.825678","5.9.29.183","172.19.0.3","TLSv1.2","1220","Application Data, Application Data"
"1.825981","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.826260","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=39015 Ack=4801 Win=65535 Len=0"
"1.835244","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.836188","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=40463 Ack=4801 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.836199","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=41911 Win=11911 Len=0"
