_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000345","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.334857","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.335788","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.336076","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"0.912559","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"0.912621","5.9.29.183","172.19.0.3","TLSv1.2","167","Application Data"
"0.912754","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2115 Win=11903 Len=0"
"0.915432","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.915633","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2115 Ack=3172 Win=65535 Len=0"
"1.164770","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.165498","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.165854","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2658 Ack=3715 Win=65535 Len=0"
"1.413798","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.413840","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=4118 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.413859","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"1.413900","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6285 Win=11895 Len=0"
"1.427984","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.428316","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=7733 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.428333","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=9181 Win=11911 Len=0"
"1.428385","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"1.428495","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=10629 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.428503","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=12089 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.428570","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=13525 Win=11887 Len=0"
"1.429880","5.9.29.183","172.19.0.3","TLSv1.2","1127","Application Data, Application Data"
"1.447797","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.447822","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=16044 Win=11911 Len=0"
"1.448236","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=16044 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.448269","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.448274","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=18952 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.448285","5.9.29.183","172.19.0.3","TCP","1213","9002 → 43520 [PSH, ACK] Seq=20412 Ack=3715 Win=65535 Len=1157 [TCP segment of a reassembled PDU]"
"1.448326","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=21569 Win=11885 Len=0"
"1.448398","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.448404","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=23029 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.448409","5.9.29.183","172.19.0.3","TCP","1480","9002 → 43520 [PSH, ACK] Seq=24489 Ack=3715 Win=65535 Len=1424 [TCP segment of a reassembled PDU]"
"1.448468","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=25913 Win=11861 Len=0"
"1.464074","5.9.29.183","172.19.0.3","TLSv1.2","134","Application Data"
"1.467187","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.467204","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=27439 Win=11911 Len=0"
"1.467593","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=27439 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.467739","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.467753","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=30347 Win=11911 Len=0"
"1.467758","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=30347 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.467842","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=31783 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.467961","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.468176","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=33231 Ack=4258 Win=65535 Len=0"
"1.479314","5.9.29.183","172.19.0.3","TLSv1.2","1127","Application Data, Application Data"
"1.489447","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.489464","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=35750 Win=11911 Len=0"
"1.489871","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=35750 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.489906","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.489912","5.9.29.183","172.19.0.3","TCP","1480","9002 → 43520 [PSH, ACK] Seq=38670 Ack=4258 Win=65535 Len=1424 [TCP segment of a reassembled PDU]"
