_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000315","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.409088","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.409169","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=12738 Len=0"
"0.410174","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.410518","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"1.019284","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.062510","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=1087 Win=12738 Len=0"
"1.114177","5.9.29.183","172.19.0.3","TCP","834","[TCP segment of a reassembled PDU]"
"1.114199","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=1865 Win=12738 Len=0"
"1.114354","5.9.29.183","172.19.0.3","TLSv1.2","849","Application Data"
"1.114431","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2658 Win=12732 Len=0"
"1.118879","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.119110","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2658 Ack=3172 Win=65535 Len=0"
"1.527385","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.528507","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.529163","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=3201 Ack=3715 Win=65535 Len=0"
"1.894442","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.935772","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=3744 Win=12738 Len=0"
"1.941830","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.941851","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=5204 Win=12738 Len=0"
"1.941904","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=5204 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.941920","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6640 Win=12730 Len=0"
"1.941922","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"1.941928","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=7371 Win=12725 Len=0"
"1.953663","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.953688","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=8831 Win=12738 Len=0"
"1.953749","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=8831 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.953768","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=10267 Win=12730 Len=0"
"1.957445","5.9.29.183","172.19.0.3","TLSv1.2","1330","Application Data, Application Data"
"1.957468","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=11541 Win=12738 Len=0"
"1.976121","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.976217","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=12989 Win=12738 Len=0"
"1.976365","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=12989 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.976417","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=14437 Win=12730 Len=0"
"1.976421","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
