_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000331","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.366652","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.366719","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=8466 Len=0"
"0.367782","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.368050","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"0.947562","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.992461","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=1087 Win=8466 Len=0"
"1.031558","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.031580","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2547 Win=8464 Len=0"
"1.031634","5.9.29.183","172.19.0.3","TLSv1.2","167","Application Data"
"1.031655","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2658 Win=8464 Len=0"
"1.032174","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.032457","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2658 Ack=3172 Win=65535 Len=0"
"1.042328","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.042718","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2658 Ack=3715 Win=65535 Len=0"
"1.336011","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.336910","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.337387","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=3201 Ack=4258 Win=65535 Len=0"
"1.747685","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.747731","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=4649 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.747748","5.9.29.183","172.19.0.3","TLSv1.2","775","Application Data"
"1.747872","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=6828 Win=8450 Len=0"
"1.779548","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.779682","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=8288 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.779732","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=9748 Win=8458 Len=0"
"1.779742","5.9.29.183","172.19.0.3","TLSv1.2","763","Application Data"
"1.821354","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.821375","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=11903 Win=8466 Len=0"
"1.821551","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=11903 Ack=4258 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.821565","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.821567","5.9.29.183","172.19.0.3","TCP","1225","9002 → 43520 [PSH, ACK] Seq=14811 Ack=4258 Win=65535 Len=1169 [TCP segment of a reassembled PDU]"
"1.821582","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=14811 Win=8466 Len=0"
"1.837046","5.9.29.183","172.19.0.3","TLSv1.2","243","Application Data"
"1.837382","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=16167 Win=8466 Len=0"
"1.841654","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.841940","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=16167 Ack=4801 Win=65535 Len=0"
"2.140487","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.141136","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.141365","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=16710 Ack=5344 Win=65535 Len=0"
"2.446596","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.480497","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.480555","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=18713 Win=8466 Len=0"
"2.480626","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=18713 Ack=5344 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.480648","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.480867","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=20880 Win=8450 Len=0"
"2.512845","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.512926","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=22340 Ack=5344 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.512949","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=23800 Win=8458 Len=0"
"2.512954","5.9.29.183","172.19.0.3","TLSv1.2","763","Application Data"
"2.534062","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.534085","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=25967 Win=8466 Len=0"
"2.534310","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=25967 Ack=5344 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.534316","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.534340","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=28134 Win=8466 Len=0"
"2.549006","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.549059","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=29594 Ack=5344 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.549067","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.549070","5.9.29.183","172.19.0.3","TCP","1468","9002 → 43520 [PSH, ACK] Seq=32514 Ack=5344 Win=65535 Len=1412 [TCP segment of a reassembled PDU]"
"2.549083","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=33926 Ack=5344 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.549190","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=35374 Win=8434 Len=0"
"2.550478","5.9.29.183","172.19.0.3","TLSv1.2","1127","Application Data, Application Data"
"2.565042","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
