_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000347","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.188732","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.188752","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=11911 Len=0"
"0.189567","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.190093","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"0.687851","5.9.29.183","172.19.0.3","TLSv1.2","1113","Application Data"
"0.691307","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.691560","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1601 Ack=3172 Win=65535 Len=0"
"0.908712","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.909271","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.909594","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2144 Ack=3715 Win=65535 Len=0"
"1.132799","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.132833","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=3592 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.132838","5.9.29.183","172.19.0.3","TLSv1.2","1237","Application Data"
"1.132930","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6221 Win=11893 Len=0"
"1.133148","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.133294","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=6221 Ack=4258 Win=65535 Len=0"
"1.144483","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data"
"1.144507","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=7681 Ack=4258 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.144511","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.144513","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=10577 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.144517","5.9.29.183","172.19.0.3","TCP","1480","9002 → 43520 [PSH, ACK] Seq=12037 Ack=4258 Win=65535 Len=1424 [TCP segment of a reassembled PDU]"
"1.144607","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=13461 Win=11879 Len=0"
"1.147939","5.9.29.183","172.19.0.3","TLSv1.2","1220","Application Data, Application Data"
"1.158118","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"1.158154","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=16073 Win=11911 Len=0"
"1.158166","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=16073 Ack=4258 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.158172","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"1.158278","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=18969 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"1.158282","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=20429 Ack=4258 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"1.158284","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"1.158288","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=23313 Ack=4258 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"1.158338","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=24761 Win=11863 Len=0"
"1.162925","5.9.29.183","172.19.0.3","TLSv1.2","1315","Application Data"
"1.177899","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.177910","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=26563 Win=11911 Len=0"
"1.184847","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
