_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000313","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.786831","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.786915","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=12738 Len=0"
"0.787807","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.788144","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"1.709060","5.9.29.183","172.19.0.3","TLSv1.2","1113","Application Data"
"1.713134","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.713484","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1601 Ack=3172 Win=65535 Len=0"
"2.760079","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.760804","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.761201","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2144 Ack=3715 Win=65535 Len=0"
"3.816355","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"3.816431","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=3604 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"3.816442","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"3.816587","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=5771 Win=12722 Len=0"
"3.816944","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"3.817015","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"3.817023","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=7231 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.817027","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"3.817073","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=10151 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.817079","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"3.817132","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=13071 Win=12706 Len=0"
"3.817162","5.9.29.183","172.19.0.3","TCP","1444","9002 → 43520 [PSH, ACK] Seq=13071 Ack=3715 Win=65535 Len=1388 [TCP segment of a reassembled PDU]"
"3.817272","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=14459 Ack=4258 Win=65535 Len=0"
"3.831312","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=14459 Ack=4258 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"3.831336","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=15907 Win=12738 Len=0"
"3.831550","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"3.832319","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"3.832330","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=18803 Win=12738 Len=0"
"3.833078","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=18803 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.833125","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=20263 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.833135","5.9.29.183","172.19.0.3","TLSv1.2","1480","Application Data, Application Data"
"3.833172","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=23147 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.833177","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"3.833235","5.9.29.183","172.19.0.3","TLSv1.2","552","Application Data"
"3.833250","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=26067 Win=12706 Len=0"
"3.848423","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data"
"3.848479","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=28011 Win=12738 Len=0"
"3.848487","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=28011 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.848495","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=29471 Ack=4258 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"3.848574","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"3.848578","5.9.29.183","172.19.0.3","TCP","1468","9002 → 43520 [PSH, ACK] Seq=32391 Ack=4258 Win=65535 Len=1412 [TCP segment of a reassembled PDU]"
"3.848580","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"3.848583","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=30931 Win=12722 Len=0"
"3.848687","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=35263 Win=12698 Len=0"
"3.848688","5.9.29.183","172.19.0.3","TCP","303","[TCP segment of a reassembled PDU]"
"3.849106","5.9.29.183","172.19.0.3","TCP","1245","9002 → 43520 [PSH, ACK] Seq=35510 Ack=4258 Win=65535 Len=1189 [TCP segment of a reassembled PDU]"
"3.849116","5.9.29.183","172.19.0.3","TLSv1.2","1344","Application Data"
"3.849168","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"3.849494","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=37987 Ack=4801 Win=65535 Len=0"
"3.913862","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"3.913930","5.9.29.183","172.19.0.3","TLSv1.2","167","Application Data"
"3.913951","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=39558 Win=12728 Len=0"
"3.918529","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"3.918813","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=39558 Ack=5344 Win=65535 Len=0"
"5.039392","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"5.040163","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"5.040622","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=40101 Ack=5887 Win=65535 Len=0"
"5.990779","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"5.990873","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"5.991023","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5887 Ack=42092 Win=12730 Len=0"
"5.991445","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=42092 Ack=5887 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"5.991502","5.9.29.183","172.19.0.3","TLSv1.2","1492","Application Data [TCP segment of a reassembled PDU]"
"5.991511","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5887 Ack=44988 Win=12738 Len=0"
"5.991601","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
