_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000313","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.401596","172.19.0.3","5.9.29.183","TLSv1.2","1113","Application Data"
"0.402001","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=1601 Win=65535 Len=0"
"0.403368","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.403391","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=1601 Ack=544 Win=11911 Len=0"
"0.414833","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.415433","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=3686 Win=65535 Len=0"
"0.432861","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.433602","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.434073","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1087 Ack=4229 Win=65535 Len=0"
"0.509201","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.510016","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.510564","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1630 Ack=4772 Win=65535 Len=0"
"0.673569","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.714551","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4772 Ack=2173 Win=11911 Len=0"
"1.500118","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.500212","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4772 Ack=3633 Win=11911 Len=0"
"1.500216","5.9.29.183","172.19.0.3","TLSv1.2","167","Application Data"
"1.500234","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4772 Ack=3744 Win=11911 Len=0"
"1.504152","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.504521","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=3744 Ack=5315 Win=65535 Len=0"
"1.982658","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.983632","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.983982","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=4287 Ack=5858 Win=65535 Len=0"
"2.407650","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.449746","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=4830 Win=11911 Len=0"
"2.456649","5.9.29.183","172.19.0.3","TCP","1274","[TCP segment of a reassembled PDU]"
"2.456671","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=6048 Win=11911 Len=0"
"2.456735","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=6048 Ack=5858 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.456751","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=7508 Win=11903 Len=0"
"2.456753","5.9.29.183","172.19.0.3","TLSv1.2","1005","Application Data"
"2.456759","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=8457 Win=11896 Len=0"
"2.469165","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.469188","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=9917 Win=11911 Len=0"
"2.469247","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=9917 Ack=5858 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.469266","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=11353 Win=11903 Len=0"
"2.472704","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.472730","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=12084 Win=11909 Len=0"
"2.558116","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.558137","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=13532 Win=11911 Len=0"
"2.558180","5.9.29.183","172.19.0.3","TLSv1.2","693","Application Data"
"2.558204","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=14169 Win=11907 Len=0"
"2.570503","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.570532","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=15617 Win=11911 Len=0"
"2.570652","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=15617 Ack=5858 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.570663","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=17065 Win=11903 Len=0"
"2.570953","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.570963","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=18525 Win=11911 Len=0"
"2.570997","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=18525 Ack=5858 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.571005","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=19961 Win=11903 Len=0"
"2.571068","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.571075","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=21421 Win=11895 Len=0"
"2.571077","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=21421 Ack=5858 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.571084","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=22881 Win=11887 Len=0"
"2.571085","5.9.29.183","172.19.0.3","TCP","1480","9002 → 43520 [PSH, ACK] Seq=22881 Ack=5858 Win=65535 Len=1424 [TCP segment of a reassembled PDU]"
"2.571089","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=24305 Win=11879 Len=0"
"2.573690","5.9.29.183","172.19.0.3","TLSv1.2","1344","Application Data, Application Data"
"2.574042","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=25593 Win=11911 Len=0"
"2.575153","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.575294","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=27041 Win=11911 Len=0"
"2.575467","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=27041 Ack=5858 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.589470","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.589494","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5858 Ack=29220 Win=11911 Len=0"
"2.602460","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.602581","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=30680 Ack=5858 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.602631","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
