_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"0.000430","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=1 Ack=544 Win=65535 Len=0"
"0.414957","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"0.415048","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=544 Ack=544 Win=12738 Len=0"
"0.416010","172.19.0.3","5.9.29.183","TLSv1.2","2141","Application Data"
"0.416354","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=544 Ack=2629 Win=65535 Len=0"
"1.358921","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"1.359038","5.9.29.183","172.19.0.3","TLSv1.2","681","Application Data"
"1.359202","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=2629 Ack=2629 Win=12728 Len=0"
"1.362794","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.363066","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=2629 Ack=3172 Win=65535 Len=0"
"1.695853","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"1.696712","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"1.697132","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=3172 Ack=3715 Win=65535 Len=0"
"2.113237","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.113352","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=4632 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.113367","5.9.29.183","172.19.0.3","TLSv1.2","763","Application Data"
"2.113497","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=6799 Win=12722 Len=0"
"2.137772","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.137989","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=8247 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.138042","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=9695 Win=12730 Len=0"
"2.138134","5.9.29.183","172.19.0.3","TLSv1.2","787","Application Data"
"2.181986","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=10426 Win=12738 Len=0"
"2.197180","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.197202","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=11886 Win=12738 Len=0"
"2.197253","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=11886 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.197268","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=13322 Win=12730 Len=0"
"2.197270","5.9.29.183","172.19.0.3","TLSv1.2","1237","Application Data"
"2.197276","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=14503 Win=12722 Len=0"
"2.212762","5.9.29.183","172.19.0.3","TLSv1.2","149","Application Data"
"2.212790","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=14596 Win=12738 Len=0"
"2.230064","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.230086","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=16056 Win=12738 Len=0"
"2.230134","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=16056 Ack=3715 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.230146","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=17492 Win=12730 Len=0"
"2.230596","5.9.29.183","172.19.0.3","TLSv1.2","1237","Application Data"
"2.230606","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=18673 Win=12738 Len=0"
"2.230790","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.230805","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=20133 Win=12738 Len=0"
"2.230808","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=20133 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.230818","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=21593 Win=12730 Len=0"
"2.230821","5.9.29.183","172.19.0.3","TLSv1.2","1480","Application Data [TCP segment of a reassembled PDU]"
"2.230847","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=23017 Win=12722 Len=0"
"2.231065","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=23017 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.231112","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=24477 Win=12714 Len=0"
"2.231114","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=24477 Ack=3715 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.231121","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=25937 Win=12704 Len=0"
"2.231193","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.231202","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=27397 Win=12738 Len=0"
"2.231204","5.9.29.183","172.19.0.3","TCP","1468","9002 → 43520 [PSH, ACK] Seq=27397 Ack=3715 Win=65535 Len=1412 [TCP segment of a reassembled PDU]"
"2.231317","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=28809 Win=12738 Len=0"
"2.245316","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=28809 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.245621","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=3715 Ack=30257 Win=12738 Len=0"
"2.245671","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data, Application Data"
"2.245971","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.245974","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=31705 Ack=3715 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.246201","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=33153 Ack=4258 Win=65535 Len=0"
"2.246259","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=33153 Ack=4258 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.246269","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4258 Ack=34601 Win=12738 Len=0"
"2.246393","5.9.29.183","172.19.0.3","TLSv1.2","271","Application Data"
"2.260552","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.261118","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=34816 Ack=4801 Win=65535 Len=0"
"2.295765","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.295824","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=36276 Ack=4801 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.295835","5.9.29.183","172.19.0.3","TLSv1.2","1237","Application Data"
"2.295964","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=38893 Win=12722 Len=0"
"2.311319","5.9.29.183","172.19.0.3","TLSv1.2","149","Application Data"
"2.314431","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.314453","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=40446 Win=12738 Len=0"
"2.314550","5.9.29.183","172.19.0.3","TCP","655","9002 → 43520 [PSH, ACK] Seq=40446 Ack=4801 Win=65535 Len=599 [TCP segment of a reassembled PDU]"
"2.314562","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=41045 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.314566","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.314663","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=43965 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.314668","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=45425 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.314670","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.314672","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=48345 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.314673","5.9.29.183","172.19.0.3","TCP","821","9002 → 43520 [PSH, ACK] Seq=49805 Ack=4801 Win=65535 Len=765 [TCP segment of a reassembled PDU]"
"2.314675","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=43965 Win=12714 Len=0"
"2.314748","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=50570 Win=12672 Len=0"
"2.315131","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.315140","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=52030 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.315144","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.315147","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=54950 Ack=4801 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.315150","5.9.29.183","172.19.0.3","TCP","1456","9002 → 43520 [PSH, ACK] Seq=56410 Ack=4801 Win=65535 Len=1400 [TCP segment of a reassembled PDU]"
"2.315253","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=4801 Ack=57810 Win=12631 Len=0"
"2.326185","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data, Application Data"
"2.326668","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.327116","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=59258 Ack=5344 Win=65535 Len=0"
"2.329583","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=59258 Ack=5344 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.329952","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=60706 Ack=5344 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.330007","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=62166 Win=12738 Len=0"
"2.330015","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.330022","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=63626 Ack=5344 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.330084","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=65086 Win=12722 Len=0"
"2.330105","5.9.29.183","172.19.0.3","TCP","1516","9002 → 43520 [PSH, ACK] Seq=65086 Ack=5344 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2.330137","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.330144","5.9.29.183","172.19.0.3","TCP","1444","9002 → 43520 [PSH, ACK] Seq=68006 Ack=5344 Win=65535 Len=1388 [TCP segment of a reassembled PDU]"
"2.330161","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=69394 Ack=5344 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.330305","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=70842 Win=12690 Len=0"
"2.342725","5.9.29.183","172.19.0.3","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.342809","5.9.29.183","172.19.0.3","TLSv1.2","440","Application Data"
"2.342835","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=72686 Win=12730 Len=0"
"2.393115","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.393192","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=74146 Ack=5344 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.393228","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=75582 Win=12730 Len=0"
"2.393420","5.9.29.183","172.19.0.3","TLSv1.2","1237","Application Data"
"2.393551","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
"2.393561","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=78223 Win=12738 Len=0"
"2.393563","5.9.29.183","172.19.0.3","TCP","1492","9002 → 43520 [PSH, ACK] Seq=78223 Ack=5344 Win=65535 Len=1436 [TCP segment of a reassembled PDU]"
"2.408925","5.9.29.183","172.19.0.3","TLSv1.2","851","Application Data"
"2.408951","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=80454 Win=12738 Len=0"
"2.410031","5.9.29.183","172.19.0.3","TCP","1504","[TCP segment of a reassembled PDU]"
"2.410384","5.9.29.183","172.19.0.3","TCP","1504","9002 → 43520 [PSH, ACK] Seq=81902 Ack=5344 Win=65535 Len=1448 [TCP segment of a reassembled PDU]"
"2.410396","172.19.0.3","5.9.29.183","TCP","56","43520 → 9002 [ACK] Seq=5344 Ack=83350 Win=12738 Len=0"
"2.410440","5.9.29.183","172.19.0.3","TLSv1.2","1504","Application Data [TCP segment of a reassembled PDU]"
"2.410696","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.410988","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=84798 Ack=5887 Win=65535 Len=0"
"2.423849","5.9.29.183","172.19.0.3","TLSv1.2","396","Application Data"
"2.429372","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.429612","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=85138 Ack=6430 Win=65535 Len=0"
"2.853576","5.9.29.183","172.19.0.3","TLSv1.2","599","Application Data"
"2.854422","172.19.0.3","5.9.29.183","TLSv1.2","599","Application Data"
"2.854810","5.9.29.183","172.19.0.3","TCP","56","9002 → 43520 [ACK] Seq=85681 Ack=6973 Win=65535 Len=0"
"3.303089","5.9.29.183","172.19.0.3","TCP","1516","[TCP segment of a reassembled PDU]"
